Hashtag,User_ID,Count,49
#BanitaSandhu,2467731475,6,
,,,
#BanitaSandhu,9.71754E+17,1,
,,,
#BanitaSandhu,44497056,2,
,,,
#BanitaSandhu,7.50215E+17,1,
,,,
#BanitaSandhu,492339900,1,
,,,
#BanitaSandhu,2864590345,2,
,,,
#BanitaSandhu,9.26523E+17,1,
,,,
#BanitaSandhu,3059793866,1,
,,,
#BanitaSandhu,9.56626E+17,1,
,,,
#BanitaSandhu,8.81955E+17,7,
,,,
#BanitaSandhu,7.05288E+17,1,
,,,
#BanitaSandhu,7.78443E+17,2,
,,,
#BanitaSandhu,3160038030,4,
,,,
#BanitaSandhu,63682454,1,
,,,
#BanitaSandhu,2204595792,6,
,,,
#BanitaSandhu,7.82504E+17,1,
,,,
#BanitaSandhu,9.03925E+17,1,
,,,
#BanitaSandhu,8.15502E+17,1,
,,,
#BanitaSandhu,2343279601,1,
,,,
#BanitaSandhu,595723500,1,
,,,
#BanitaSandhu,217345258,1,
,,,
#BanitaSandhu,3288638384,1,
,,,
#BanitaSandhu,4185767297,1,
,,,
#BanitaSandhu,288142866,1,
,,,
#BanitaSandhu,211201193,2,
,,,
#BanitaSandhu,7.09402E+17,1,
,,,
#BanitaSandhu,8.83681E+17,1,
,,,
#BanitaSandhu,8.90775E+17,1,
,,,
#BanitaSandhu,3770379615,1,
,,,
#BanitaSandhu,9.23802E+17,1,
,,,
#BanitaSandhu,4390909955,1,
,,,
#BanitaSandhu,9.21958E+17,3,
,,,
#BanitaSandhu,8.19479E+17,1,
,,,
#BanitaSandhu,7.98121E+17,1,
,,,
#BanitaSandhu,8.06758E+17,1,
,,,
#BanitaSandhu,738046862,1,
,,,
#BanitaSandhu,143806062,1,
,,,
#BanitaSandhu,1269876397,2,
,,,
#BanitaSandhu,9.34793E+17,1,
,,,
#BanitaSandhu,9.7922E+17,2,
,,,
#BanitaSandhu,8.89186E+17,2,
,,,
#BanitaSandhu,1926687230,2,
,,,
#BanitaSandhu,9.73435E+17,2,
,,,
#BanitaSandhu,727728847,1,
,,,
#BanitaSandhu,8.1268E+17,1,
,,,
#BanitaSandhu,1193351876,11,
,,,
#BanitaSandhu,78781356,1,
,,,
#BanitaSandhu,7.09717E+17,1,
,,,
#BanitaSandhu,8.39005E+17,1,
,,,
#BanitaSandhu,7.31657E+17,1,
,,,
#BanitaSandhu,8.45187E+17,2,
,,,
#BanitaSandhu,1207963466,1,
,,,
#BanitaSandhu,739287140,3,
,,,
#BanitaSandhu,9.56522E+17,3,
,,,
#BanitaSandhu,14182050,4,
,,,
#BanitaSandhu,240651302,1,
,,,
#BanitaSandhu,9.01694E+17,1,
,,,
#BanitaSandhu,7.40824E+17,1,
,,,
#BanitaSandhu,9.78899E+17,1,
,,,
#BanitaSandhu,9.6849E+17,2,
,,,
#BanitaSandhu,9.55602E+17,1,
,,,
#BanitaSandhu,843305557,1,
,,,
#BanitaSandhu,7.46968E+17,1,
,,,
#BanitaSandhu,9.2577E+17,1,
,,,
#BanitaSandhu,35695228,2,
,,,
#BanitaSandhu,2457456086,4,
,,,
#BanitaSandhu,2937615846,1,
,,,
#BanitaSandhu,4127050579,2,
,,,
#BanitaSandhu,3494639899,2,
,,,
#BanitaSandhu,232610046,3,
,,,
#BanitaSandhu,229393644,1,
,,,
#BanitaSandhu,4763363834,1,
,,,
#BanitaSandhu,357481679,2,
,,,
#BanitaSandhu,2989024666,2,
,,,
#BanitaSandhu,7.95721E+17,1,
,,,
#BanitaSandhu,7.36168E+17,1,
,,,
#BanitaSandhu,4192068035,1,
,,,
#BanitaSandhu,3300759985,1,
,,,
#BanitaSandhu,8.06177E+17,1,
,,,
#BanitaSandhu,268133685,1,
,,,
#BanitaSandhu,8.85777E+17,1,
,,,
#BanitaSandhu,2888397284,2,
,,,
#BanitaSandhu,9.2629E+17,1,
,,,
#BanitaSandhu,7.70589E+17,2,
,,,
#BanitaSandhu,9.3375E+17,1,
,,,
#BanitaSandhu,8.15332E+17,1,
,,,
#BanitaSandhu,7.73178E+17,2,
,,,
#BanitaSandhu,7.72079E+17,1,
,,,
#BanitaSandhu,8.18079E+17,1,
,,,
#BanitaSandhu,9.51834E+17,1,
,,,
#BanitaSandhu,9.61315E+17,1,
,,,
#BanitaSandhu,7.46605E+17,1,
,,,
#BanitaSandhu,413312934,5,
,,,
#BanitaSandhu,9.58282E+17,1,
,,,
#BanitaSandhu,8.89541E+17,10,
,,,
#BanitaSandhu,8.1566E+17,2,
,,,
#BanitaSandhu,4015224843,3,
,,,
#BanitaSandhu,9.1311E+17,2,
,,,
#BanitaSandhu,120393828,1,
,,,
#BanitaSandhu,2924300184,3,
,,,
#BanitaSandhu,7.50994E+17,1,
,,,
#BanitaSandhu,14506539,1,
,,,
#BanitaSandhu,9.76927E+17,1,
,,,
#BanitaSandhu,9.43346E+17,3,
,,,
#BanitaSandhu,2583325436,1,
,,,
#BanitaSandhu,8.5573E+17,1,
,,,
#BanitaSandhu,2682553140,5,
,,,
#BanitaSandhu,8.45905E+17,5,
,,,
#BanitaSandhu,9.36823E+17,1,
,,,
#BanitaSandhu,9.78947E+17,1,
,,,
#BanitaSandhu,7.05487E+17,2,
,,,
#BanitaSandhu,4897116210,1,
,,,
#BanitaSandhu,9.13312E+17,1,
,,,
#BanitaSandhu,4115117953,4,
,,,
#BanitaSandhu,7.35437E+17,4,
,,,
#BanitaSandhu,23405846,3,
,,,
#BanitaSandhu,147904434,1,
,,,
#BanitaSandhu,3347588774,1,
,,,
#BanitaSandhu,193632133,2,
,,,
#BanitaSandhu,1971617634,1,
,,,
#BanitaSandhu,8.88392E+17,1,
,,,
#BanitaSandhu,2991777630,1,
,,,
#BanitaSandhu,17710740,3,
,,,
#BanitaSandhu,8.47023E+17,2,
,,,
#BanitaSandhu,8.2793E+17,2,
,,,
#BanitaSandhu,7.70105E+17,6,
,,,
#BanitaSandhu,10961682,3,
,,,
#BanitaSandhu,9.6845E+17,1,
,,,
#BanitaSandhu,8.98937E+17,1,
,,,
#BanitaSandhu,2386541299,1,
,,,
#BanitaSandhu,8.5872E+17,1,
,,,
#BanitaSandhu,9.04745E+17,1,
,,,
#BanitaSandhu,9.73083E+17,1,
,,,
#BanitaSandhu,9.40287E+17,1,
,,,
#BanitaSandhu,8.46694E+17,1,
,,,
#BanitaSandhu,7.48387E+17,3,
,,,
#BanitaSandhu,2154748918,1,
,,,
#BanitaSandhu,3246602130,4,
,,,
#BanitaSandhu,9.18197E+17,1,
,,,
#BanitaSandhu,8.166E+17,3,
,,,
#BanitaSandhu,7.13705E+17,1,
,,,
#BanitaSandhu,9.56439E+17,1,
,,,
#BanitaSandhu,9.28136E+17,1,
,,,
#BanitaSandhu,9.56482E+17,1,
,,,
#BanitaSandhu,9.48077E+17,1,
,,,
#BanitaSandhu,9.51734E+17,1,
,,,
#BanitaSandhu,31632905,1,
,,,
#BanitaSandhu,44625871,1,
,,,
#BanitaSandhu,44632954,1,
,,,
#BanitaSandhu,8.36933E+17,1,
,,,
#BanitaSandhu,2900030100,1,
,,,
#BanitaSandhu,9.17424E+17,1,
,,,
#BanitaSandhu,8.55394E+17,1,
,,,
#BanitaSandhu,2349864474,1,
,,,
#BanitaSandhu,3037029412,1,
,,,
#BanitaSandhu,8.68673E+17,1,
,,,
#BanitaSandhu,59437336,1,
,,,
#BanitaSandhu,180306960,1,
,,,
#BanitaSandhu,3024265320,1,
,,,
#BanitaSandhu,173048408,1,
,,,
#BanitaSandhu,3315733658,3,
,,,
#BanitaSandhu,2598499526,1,
,,,
#BanitaSandhu,1555266841,1,
,,,
#BanitaSandhu,9.01655E+17,1,
,,,
#BanitaSandhu,2787471493,1,
,,,
#BanitaSandhu,7.09025E+17,1,
,,,
#BanitaSandhu,400742346,1,
,,,
#BanitaSandhu,204836823,1,
,,,
#BanitaSandhu,835212421,1,
,,,
#BanitaSandhu,8.55945E+17,1,
,,,
#BanitaSandhu,3246197731,1,
,,,
#BanitaSandhu,8.33788E+17,1,
,,,
#BanitaSandhu,522088314,1,
,,,
#BanitaSandhu,4777169341,1,
,,,
#BanitaSandhu,7.9008E+17,2,
,,,
#BanitaSandhu,99928370,2,
,,,
#BanitaSandhu,224961966,1,
,,,
#BanitaSandhu,54827721,1,
,,,
#BanitaSandhu,9.03716E+17,1,
,,,
#BanitaSandhu,8.06181E+17,1,
,,,
#BanitaSandhu,9.77814E+17,1,
,,,
#BanitaSandhu,7.92716E+17,1,
,,,
#BanitaSandhu,7.70185E+17,1,
,,,
#BanitaSandhu,8.76708E+17,1,
,,,
#BanitaSandhu,436723308,1,
,,,
#BanitaSandhu,9.69812E+17,1,
,,,
#BanitaSandhu,1088334553,1,
,,,
#BanitaSandhu,3055433730,1,
,,,
#BanitaSandhu,7.17583E+17,3,
,,,
#BanitaSandhu,268114963,1,
,,,
#BanitaSandhu,2875167931,1,
,,,
#BanitaSandhu,9.46724E+17,1,
,,,
#BanitaSandhu,2932179902,2,
,,,
#BanitaSandhu,237422881,1,
,,,
#BanitaSandhu,2772398466,1,
,,,
#BanitaSandhu,9.1921E+17,1,
,,,
#BanitaSandhu,8.30129E+17,1,
,,,
#BanitaSandhu,1866621632,1,
,,,
#BanitaSandhu,385350234,1,
,,,
#BanitaSandhu,7.23686E+17,1,
,,,
#BanitaSandhu,8.63541E+17,1,
,,,
#BanitaSandhu,8.60085E+17,1,
,,,
#BanitaSandhu,8.45744E+17,1,
,,,
#BanitaSandhu,9.6402E+17,1,
,,,
#BanitaSandhu,8.78559E+17,1,
,,,
#BanitaSandhu,7.03095E+17,4,
,,,
#BanitaSandhu,9.73425E+17,1,
,,,
#BanitaSandhu,2413610309,1,
,,,
#BanitaSandhu,2397785881,1,
,,,
#BanitaSandhu,8.07508E+17,1,
,,,
#BanitaSandhu,9.61864E+17,1,
,,,
#BanitaSandhu,2509893242,1,
,,,
#BanitaSandhu,8.52442E+17,1,
,,,
#BanitaSandhu,585422993,1,
,,,
#BanitaSandhu,8.84753E+17,1,
,,,
#BanitaSandhu,417888434,1,
,,,
#BanitaSandhu,1638764720,1,
,,,
#BanitaSandhu,8.21008E+17,1,
,,,
#BanitaSandhu,4608447025,1,
,,,
#BanitaSandhu,2904188772,1,
,,,
#BanitaSandhu,8.84098E+17,1,
,,,
#BanitaSandhu,9.02573E+17,2,
,,,
#BanitaSandhu,162973411,2,
,,,
#BanitaSandhu,4109718503,1,
,,,
#BanitaSandhu,1658367966,1,
,,,
#BanitaSandhu,7.27447E+17,1,
,,,
#BanitaSandhu,7.25249E+17,2,
,,,
#BanitaSandhu,7.90157E+17,1,
,,,
#BanitaSandhu,8.44614E+17,1,
,,,
#BanitaSandhu,7.59973E+17,1,
,,,
#BanitaSandhu,8.94204E+17,1,
,,,
#BanitaSandhu,57372122,1,
,,,
#BanitaSandhu,9.54021E+17,1,
,,,
#BanitaSandhu,7.53805E+17,12,
,,,
#BanitaSandhu,2475692024,1,
,,,
#BanitaSandhu,20151008,1,
,,,
#BanitaSandhu,8.23277E+17,2,
,,,
#BanitaSandhu,4450772907,1,
,,,
#BanitaSandhu,7.66343E+17,4,
,,,
#BanitaSandhu,7.8587E+17,1,
,,,
#BanitaSandhu,2965374043,3,
,,,
#BanitaSandhu,200252424,1,
,,,
#BanitaSandhu,23057722,1,
,,,
#BanitaSandhu,268965697,1,
,,,
#BanitaSandhu,26514507,1,
,,,
#BanitaSandhu,552656162,1,
,,,
#BanitaSandhu,8.02867E+17,1,
,,,
#BanitaSandhu,3263230314,1,
,,,
#BanitaSandhu,9.12881E+17,3,
,,,
#BanitaSandhu,2943371501,1,
,,,
#BanitaSandhu,9.48382E+17,1,
,,,
#BanitaSandhu,8.79549E+17,3,
,,,
#BanitaSandhu,9.14529E+17,1,
,,,
#BanitaSandhu,812749872,1,
,,,
#BanitaSandhu,7.65868E+17,1,
,,,
#BanitaSandhu,8.22822E+17,2,
,,,
#BanitaSandhu,7.16486E+17,12,
,,,
#BanitaSandhu,9.03933E+17,2,
,,,
#BanitaSandhu,7.89094E+17,3,
,,,
#BanitaSandhu,4831378251,1,
,,,
#BanitaSandhu,9.76526E+17,1,
,,,
#BanitaSandhu,9.76795E+17,1,
,,,
#BanitaSandhu,2356650446,1,
,,,
#BanitaSandhu,8.41584E+17,1,
,,,
#BanitaSandhu,372264823,1,
,,,
#BanitaSandhu,1036924723,1,
,,,
#BanitaSandhu,3254326951,1,
,,,
#BanitaSandhu,2527023111,1,
,,,
#BanitaSandhu,3224828802,1,
,,,
#BanitaSandhu,7.68462E+17,1,
,,,
#BanitaSandhu,7.1176E+17,1,
,,,
#BanitaSandhu,8.50289E+17,1,
,,,
#BanitaSandhu,3235275013,1,
,,,
#BanitaSandhu,2258993721,1,
,,,
#BanitaSandhu,9.016E+17,1,
,,,
#BanitaSandhu,9.57119E+17,1,
,,,
#BanitaSandhu,351883476,2,
,,,
#BanitaSandhu,9.68381E+17,1,
,,,
#BanitaSandhu,3011979562,1,
,,,
#BanitaSandhu,1605575810,1,
,,,
#BanitaSandhu,3168507770,1,
,,,
#BanitaSandhu,8.70162E+17,1,
,,,
#BanitaSandhu,8.72041E+17,1,
,,,
#BanitaSandhu,1591050259,1,
,,,
#BanitaSandhu,9.71659E+17,1,
,,,
#BanitaSandhu,8.78386E+17,2,
,,,
#BanitaSandhu,8.56753E+17,1,
,,,
#BanitaSandhu,458570404,1,
,,,
#BanitaSandhu,9.39082E+17,3,
,,,
#BanitaSandhu,1443646351,1,
,,,
#BanitaSandhu,359899317,1,
,,,
#BanitaSandhu,3539704820,5,
,,,
#BanitaSandhu,9.63717E+17,1,
,,,
#BanitaSandhu,8.74019E+17,1,
,,,
#BanitaSandhu,2373333896,1,
,,,
#BanitaSandhu,1916551844,1,
,,,
#BanitaSandhu,2651633059,1,
,,,
#BanitaSandhu,3152314800,1,
,,,
#BanitaSandhu,7.93841E+17,2,
,,,
#BanitaSandhu,9.76299E+17,1,
,,,
#BanitaSandhu,863392080,1,
,,,
#BanitaSandhu,4526977475,2,
,,,
#BanitaSandhu,3021596782,2,
,,,
#BanitaSandhu,8.24868E+17,1,
,,,
#BanitaSandhu,2885548340,1,
,,,
#BanitaSandhu,573703471,1,
,,,
#BanitaSandhu,7.9043E+17,3,
,,,
#BanitaSandhu,580846506,2,
,,,
#BanitaSandhu,2157988016,1,
,,,
#BanitaSandhu,1669216574,1,
,,,
#BanitaSandhu,8.34979E+17,1,
,,,
#BanitaSandhu,8.74375E+17,1,
,,,
#BanitaSandhu,7.10718E+17,1,
,,,
#BanitaSandhu,7.60377E+17,1,
,,,
#BanitaSandhu,4799545769,5,
,,,
#BanitaSandhu,2923656812,1,
,,,
#BanitaSandhu,4502320612,1,
,,,
#BanitaSandhu,9.72674E+17,1,
,,,
#BanitaSandhu,23749222,1,
,,,
#BanitaSandhu,2809231848,1,
,,,
#BanitaSandhu,239131028,1,
,,,
#BanitaSandhu,7.41215E+17,1,
,,,
#BanitaSandhu,7.57875E+17,2,
,,,
#BanitaSandhu,4098306148,1,
,,,
#BanitaSandhu,7.14427E+17,1,
,,,
#BanitaSandhu,7.8662E+17,1,
,,,
#BanitaSandhu,8.81329E+17,1,
,,,
#BanitaSandhu,8.75824E+17,1,
,,,
#BanitaSandhu,7.24933E+17,1,
,,,
#BanitaSandhu,8.84779E+17,1,
,,,
#BanitaSandhu,9.45668E+17,1,
,,,
#BanitaSandhu,2959859161,1,
,,,
#BanitaSandhu,439842732,1,
,,,
#BanitaSandhu,636204435,1,
,,,
#BanitaSandhu,3161128661,1,
,,,
#BanitaSandhu,2277964260,1,
,,,
#BanitaSandhu,3162002232,1,
,,,
#BanitaSandhu,9.71944E+17,1,
,,,
#BanitaSandhu,7.2391E+17,1,
,,,
#BanitaSandhu,9.5514E+17,1,
,,,
#BanitaSandhu,1958744179,1,
,,,
#BanitaSandhu,4927541567,1,
,,,
#BanitaSandhu,160262040,1,
,,,
#BanitaSandhu,7.7682E+17,1,
,,,
#BanitaSandhu,7.3375E+17,1,
,,,
#BanitaSandhu,7.20627E+17,1,
,,,
#BanitaSandhu,4534457414,1,
,,,
#BanitaSandhu,9.40141E+17,1,
,,,
#BanitaSandhu,274526805,1,
,,,
#BanitaSandhu,2182593386,1,
,,,
#BanitaSandhu,9.42986E+17,1,
,,,
#BanitaSandhu,9.24534E+17,1,
,,,
#BanitaSandhu,4586272288,1,
,,,
#BanitaSandhu,8.3917E+17,1,
,,,
#BanitaSandhu,2390513293,1,
,,,
#BanitaSandhu,8.90896E+17,1,
,,,
#BanitaSandhu,9.11192E+17,1,
,,,
#BanitaSandhu,9.48154E+17,1,
,,,
#BanitaSandhu,8.97838E+17,1,
,,,
#BanitaSandhu,1111113331,1,
,,,
#BanitaSandhu,4063119196,1,
,,,
#BanitaSandhu,8.49665E+17,2,
,,,
#BanitaSandhu,3195950221,2,
,,,
#BanitaSandhu,78347563,1,
,,,
#BanitaSandhu,112362938,1,
,,,
#BanitaSandhu,307968745,1,
,,,
#BanitaSandhu,1402880538,1,
,,,
#BanitaSandhu,9.5949E+17,2,
,,,
#BanitaSandhu,9.50789E+17,1,
,,,
#BanitaSandhu,3248757308,1,
,,,
#BanitaSandhu,4915917830,1,
,,,
#BanitaSandhu,8.78005E+17,1,
,,,
#BanitaSandhu,7.15765E+17,2,
,,,
#BanitaSandhu,3289051027,1,
,,,
#BanitaSandhu,9.02748E+17,1,
,,,
#BanitaSandhu,2992475720,1,
,,,
#BanitaSandhu,9.48611E+17,1,
,,,
#BanitaSandhu,177983944,1,
,,,
#BanitaSandhu,3258768828,2,
,,,
#BanitaSandhu,9.04386E+17,1,
,,,
#BanitaSandhu,8.68534E+17,1,
,,,
#BanitaSandhu,2800450194,3,
,,,
#BanitaSandhu,7.85441E+17,1,
,,,
#BanitaSandhu,8.84833E+17,1,
,,,
#BanitaSandhu,9.71713E+17,1,
,,,
#BanitaSandhu,9.48844E+17,1,
,,,
#BanitaSandhu,8.49957E+17,1,
,,,
#BanitaSandhu,7.70824E+17,1,
,,,
#BanitaSandhu,8.5279E+17,1,
,,,
#BanitaSandhu,2309872836,1,
,,,
#BanitaSandhu,3193974744,1,
,,,
#BanitaSandhu,7.85171E+17,2,
,,,
#BanitaSandhu,2783843922,2,
,,,
#BanitaSandhu,8.56383E+17,4,
,,,
#BanitaSandhu,8.5391E+17,3,
,,,
#BanitaSandhu,8.35849E+17,2,
,,,
#BanitaSandhu,3134597467,2,
,,,
#BanitaSandhu,8.4775E+17,1,
,,,
#BanitaSandhu,9.67679E+17,1,
,,,
#BanitaSandhu,53626292,1,
,,,
#BanitaSandhu,8.05829E+17,4,
,,,
#BanitaSandhu,3310256042,1,
,,,
#BanitaSandhu,7.84663E+17,1,
,,,
#BanitaSandhu,2601727057,2,
,,,
#BanitaSandhu,8.4315E+17,1,
,,,
#BanitaSandhu,9.34389E+17,1,
,,,
#BanitaSandhu,9.73244E+17,1,
,,,
#BanitaSandhu,7.16687E+17,6,
,,,
#BanitaSandhu,4729752985,1,
,,,
#BanitaSandhu,4223389459,1,
,,,
#BanitaSandhu,8.1877E+17,1,
,,,
#BanitaSandhu,8.27888E+17,3,
,,,
#BanitaSandhu,441022915,1,
,,,
#BanitaSandhu,8.71016E+17,2,
,,,
#BanitaSandhu,9.03105E+17,2,
,,,
#BanitaSandhu,8.40229E+17,1,
,,,
#BanitaSandhu,9.50185E+17,2,
,,,
#BanitaSandhu,7.68423E+17,1,
,,,
#BanitaSandhu,8.38305E+17,1,
,,,
#BanitaSandhu,572912735,1,
,,,
#BanitaSandhu,8.55122E+17,1,
,,,
#BanitaSandhu,2158856702,1,
,,,
#BanitaSandhu,8.53122E+17,2,
,,,
#BanitaSandhu,7.7057E+17,1,
,,,
#BanitaSandhu,514251265,1,
,,,
#BanitaSandhu,8.52143E+17,1,
,,,
#BanitaSandhu,8.04221E+17,1,
,,,
#BanitaSandhu,8.14438E+17,1,
,,,
#BanitaSandhu,8.31876E+17,1,
,,,
#BanitaSandhu,8.03096E+17,2,
,,,
#BanitaSandhu,8.31727E+17,1,
,,,
#BanitaSandhu,8.27094E+17,1,
,,,
#BanitaSandhu,8.19989E+17,1,
,,,
#BanitaSandhu,9.03254E+17,1,
,,,
#BanitaSandhu,2309871031,2,
,,,
#BanitaSandhu,8.14698E+17,4,
,,,
#BanitaSandhu,8.56818E+17,2,
,,,
#BanitaSandhu,4888195698,1,
,,,
#BanitaSandhu,9.03534E+17,3,
,,,
#BanitaSandhu,9.21114E+17,1,
,,,
#BanitaSandhu,7.93041E+17,1,
,,,
#BanitaSandhu,222413923,1,
,,,
#BanitaSandhu,2859953994,1,
,,,
#BanitaSandhu,61485510,1,
,,,
#BanitaSandhu,8.62704E+17,2,
,,,
#BanitaSandhu,8.6528E+17,4,
,,,
#BanitaSandhu,1871035232,1,
,,,
#BanitaSandhu,9.25402E+17,1,
,,,
#BanitaSandhu,9.18818E+17,1,
,,,
#BanitaSandhu,8.67324E+17,1,
,,,
#BanitaSandhu,625000562,1,
,,,
#BanitaSandhu,2577019351,1,
,,,
#BanitaSandhu,7.86981E+17,1,
,,,
#BanitaSandhu,9.75999E+17,1,
,,,
#BanitaSandhu,7.85517E+17,1,
,,,
#BanitaSandhu,9.74575E+17,1,
,,,
#BanitaSandhu,4154530752,2,
,,,
#BanitaSandhu,7.03651E+17,1,
,,,
#BanitaSandhu,8.87205E+17,1,
,,,
#BanitaSandhu,9.36991E+17,1,
,,,
#BanitaSandhu,4022089098,1,
,,,
#BanitaSandhu,9.26704E+17,1,
,,,
#BanitaSandhu,9.37293E+17,2,
,,,
#BanitaSandhu,2962606464,1,
,,,
#BanitaSandhu,512967119,1,
,,,
#BanitaSandhu,9.10154E+17,1,
,,,
#BanitaSandhu,9.74465E+17,1,
,,,
#BanitaSandhu,2955077485,2,
,,,
#BanitaSandhu,2876441685,1,
,,,
#BanitaSandhu,9.73794E+17,1,
,,,
#BanitaSandhu,8.2772E+17,1,
,,,
#BanitaSandhu,7.58664E+17,1,
,,,
#BanitaSandhu,9.46398E+17,1,
,,,
#BanitaSandhu,8.86146E+17,1,
,,,
#BanitaSandhu,9.33341E+17,1,
,,,
#BanitaSandhu,7.32071E+17,1,
,,,
#BanitaSandhu,9.47885E+17,1,
,,,
#BanitaSandhu,9.4657E+17,1,
,,,
#BanitaSandhu,4853070913,2,
,,,
#BanitaSandhu,7.48325E+17,1,
,,,
#BanitaSandhu,1718452454,1,
,,,
#BanitaSandhu,8.51746E+17,1,
,,,
#BanitaSandhu,8.60406E+17,1,
,,,
#BanitaSandhu,8.2011E+17,1,
,,,
#BanitaSandhu,7.24232E+17,1,
,,,
#BanitaSandhu,9.42117E+17,1,
,,,
#BanitaSandhu,9.37386E+17,1,
,,,
#BanitaSandhu,9.00765E+17,1,
,,,
